T1_v1_x,T1_v1_y,T1_v1_z,T1_v2_x,T1_v2_y,T1_v2_z,T1_v3_x,T1_v3_y,T1_v3_z,T1_v4_x,T1_v4_y,T1_v4_z,T2_v1_x,T2_v1_y,T2_v1_z,T2_v2_x,T2_v2_y,T2_v2_z,T2_v3_x,T2_v3_y,T2_v3_z,T2_v4_x,T2_v4_y,T2_v4_z,intersection_status
0.322488,0.252452,0.0487358,0.982702,0.620731,0.38645,0.836593,0.898933,0.9729,0.800246,0.817017,0.0877915,0.831114,0.888842,0.559975,0.0535501,0.730404,0.0668417,0.564857,0.66757,0.7882,0.0585834,0.132866,0.76558,0
0.527747,0.285475,0.448987,0.0592663,0.854024,0.358837,0.855069,0.576117,0.644,0.0733452,0.140703,0.202799,0.307907,0.45453,0.773366,0.654969,0.505537,0.58593,0.517889,0.478961,0.0912768,0.987924,0.83134,0.642399,1
0.949389,0.0363584,0.364034,0.912157,0.0387728,0.12945,0.81295,0.609019,0.419743,0.728307,0.450067,0.256753,0.287571,0.485921,0.764019,0.233124,0.855219,0.501255,0.802136,0.536479,0.0931183,0.0517752,0.615137,0.787003,0
0.894802,0.685179,0.212958,0.247644,0.757249,0.208284,0.302411,0.965354,0.872939,0.269923,0.851255,0.666004,0.971695,0.970591,0.905151,0.181697,0.934624,0.272791,0.66072,0.420775,0.255969,0.163883,0.297093,0.0104131,1
0.163257,0.308745,0.647414,0.621728,0.534383,0.854345,0.886345,0.322946,0.68877,0.811843,0.150863,0.896191,0.496491,0.328834,0.203961,0.935721,0.737126,0.493206,0.564922,0.212207,0.677494,0.192284,0.363932,0.369294,0
0.964726,0.914861,0.917819,0.0516462,0.918014,0.313011,0.482692,0.916595,0.928925,0.644281,0.57741,0.594408,0.174525,0.797637,0.823407,0.981622,0.595857,0.410002,0.0789424,0.912496,0.29825,0.492134,0.662979,0.650712,1
0.865721,0.2769,0.29671,0.402949,0.653007,0.359298,0.676624,0.807105,0.31723,0.419374,0.950469,0.528152,0.387462,0.629072,0.0667855,0.198941,0.920418,0.623364,0.104206,0.272646,0.116615,0.0945714,0.877089,0.848284,0
0.996064,0.671999,0.833265,0.564183,0.926082,0.369371,0.928654,0.892765,0.334133,0.473843,0.191047,0.976872,0.389169,0.149121,0.441971,0.766643,0.843592,0.947188,0.655695,0.307599,0.158116,0.787317,0.363002,0.58455,1
0.812668,0.139529,0.410215,0.909411,0.682625,0.217546,0.957198,0.849673,0.141644,0.97202,0.428735,0.601621,0.26595,0.809742,0.949281,0.320268,0.0518827,0.933277,0.709734,0.606231,0.825971,0.385712,0.495446,0.326401,0
0.561233,0.802213,0.212358,0.193791,0.456387,0.651925,0.536686,0.852424,0.294976,0.152876,0.523094,0.92598,0.0568464,0.529959,0.80318,0.937207,0.491243,0.215613,0.915695,0.575084,0.488619,0.877601,0.997177,0.921221,1
0.996135,0.533102,0.499401,0.165323,0.35749,0.241719,0.618203,0.0795456,0.606561,0.821866,0.427739,0.289762,0.444646,0.735084,0.95702,0.636242,0.440916,0.705636,0.100865,0.376177,0.255972,0.115898,0.46098,0.342898,0
0.305851,0.675999,0.581228,0.721646,0.273971,0.708752,0.0481378,0.764947,0.335863,0.434324,0.739456,0.553115,0.250941,0.974377,0.84121,0.359081,0.394964,0.888289,0.391804,0.712819,0.669623,0.573511,0.465082,0.618222,1
0.104921,0.176915,0.308262,0.171012,0.109684,0.416196,0.939585,0.807183,0.257042,0.409948,0.987728,0.321542,0.213822,0.614572,0.735277,0.385432,0.413662,0.543617,0.499561,0.431929,0.734248,0.603607,0.80486,0.840345,0
0.871255,0.432857,0.845907,0.295671,0.332932,0.892858,0.0502422,0.466986,0.738848,0.100083,0.844587,0.137929,0.158954,0.658348,0.952343,0.0122321,0.747607,0.898915,0.345072,0.894263,0.600042,0.00140321,0.13042,0.422768,1
0.767119,0.0643993,0.66724,0.129394,0.162697,0.277239,0.535447,0.245076,0.862509,0.554044,0.466969,0.729533,0.915809,0.729387,0.352831,0.627353,0.254524,0.0906494,0.734406,0.875813,0.207446,0.410965,0.759963,0.856458,0
0.953715,0.108095,0.928377,0.291198,0.0755323,0.986538,0.408376,0.650415,0.7985,0.472641,0.433274,0.161639,0.711784,0.82301,0.561286,0.847622,0.131273,0.659507,0.0785896,0.662083,0.214048,0.247443,0.76494,0.437935,1
0.124843,0.0278888,0.789354,0.80267,0.18308,0.0844202,0.946166,0.562934,0.936728,0.966035,0.460273,0.00760546,0.486298,0.801705,0.505975,0.646412,0.354166,0.0813568,0.608284,0.687865,0.512032,0.199422,0.581619,0.992884,0
0.708839,0.479196,0.675666,0.207282,0.136321,0.142861,0.362119,0.830791,0.573098,0.92347,0.392532,0.758576,0.410847,0.167728,0.92208,0.113529,0.968779,0.284258,0.322451,0.891843,0.444737,0.331231,0.74856,0.00646563,1
0.200682,0.362207,0.846038,0.799783,0.473679,0.671743,0.329669,0.583101,0.976835,0.724453,0.0495142,0.879275,0.169556,0.968773,0.023395,0.75666,0.184165,0.512226,0.699179,0.202995,0.658632,0.100798,0.169161,0.813432,0
0.679994,0.761869,0.00107286,0.553859,0.381516,0.596251,0.360729,0.118675,0.602769,0.746513,0.400985,0.804893,0.604815,0.841633,0.617657,0.0409473,0.586675,0.219261,0.206042,0.931289,0.143894,0.656567,0.212935,0.427153,1
0.580735,0.852271,0.180519,0.10858,0.385206,0.352317,0.872672,0.489464,0.217505,0.309394,0.804377,0.241061,0.479566,0.424798,0.544664,0.603033,0.224312,0.605853,0.907454,0.425754,0.641218,0.452042,0.0976738,0.00271154,0
0.842801,0.44168,0.477254,0.534892,0.629805,0.875038,0.597309,0.465265,0.60295,0.0976831,0.133434,0.412617,0.809293,0.0970827,0.960555,0.0189483,0.557827,0.504706,0.127024,0.355217,0.407944,0.424397,0.371557,0.421111,1
0.638044,0.158269,0.488969,0.912309,0.772087,0.171572,0.917093,0.975479,0.328181,0.639118,0.909323,0.713621,0.676414,0.923672,0.613351,0.171273,0.187546,0.127487,0.351184,0.39427,0.918942,0.77196,0.991653,0.221205,0
0.616268,0.958567,0.102582,0.810103,0.500028,0.0483902,0.974973,0.970905,0.81152,0.0472449,0.952559,0.777505,0.937992,0.537027,0.412969,0.10928,0.659117,0.436972,0.615262,0.338404,0.326917,0.48766,0.771176,0.147239,1
0.72595,0.0151271,0.389711,0.933302,0.470018,0.446993,0.728098,0.565824,0.345185,0.81412,0.706157,0.966048,0.66449,0.571322,0.446512,0.492982,0.23684,0.360914,0.629493,0.532272,0.551358,0.736506,0.496607,0.973594,0
0.808249,0.934733,0.373245,0.173821,0.103045,0.671986,0.0795264,0.754542,0.297772,0.463932,0.560007,0.35598,0.542366,0.227389,0.515701,0.0819908,0.778011,0.580229,0.477194,0.921262,0.111966,0.161912,0.468258,0.3448,1
0.717403,0.764496,0.418375,0.56428,0.914105,0.104329,0.673769,0.422692,0.624403,0.643837,0.104357,0.489219,0.286906,0.159835,0.323454,0.883605,0.12754,0.371755,0.733855,0.478829,0.0278755,0.215177,0.434207,0.0701765,0
0.0453701,0.612784,0.650681,0.382653,0.943801,0.718298,0.636781,0.498323,0.701107,0.693085,0.383342,0.269279,0.72089,0.725498,0.410788,0.652543,0.47754,0.812974,0.478547,0.348761,0.91286,0.982912,0.543518,0.272504,1
0.861832,0.20091,0.577824,0.0212898,0.44948,0.263649,0.0780962,0.134363,0.817953,0.0533677,0.882534,0.576411,0.587516,0.280484,0.280109,0.643066,0.219296,0.272495,0.639693,0.117249,0.748698,0.603369,0.210643,0.500345,0
0.203415,0.461715,0.973936,0.770083,0.0920542,0.206975,0.779389,0.483714,0.148662,0.0630584,0.0302227,0.839826,0.0892153,0.0910878,0.370476,0.819236,0.807621,0.839548,0.249202,0.311992,0.555581,0.466156,0.574305,0.599301,1
0.0681961,0.24606,0.0241619,0.743521,0.210629,0.857645,0.410914,0.488147,0.805702,0.102211,0.522122,0.383208,0.73514,0.762158,0.292668,0.579869,0.182163,0.174604,0.769085,0.492043,0.677438,0.82997,0.00933326,0.359039,0
0.57142,0.0583353,0.927151,0.413507,0.111614,0.333243,0.297271,0.796414,0.0928396,0.359129,0.463481,0.535085,0.924272,0.712581,0.803249,0.70294,0.778933,0.657611,0.537394,0.0339738,0.635629,0.33243,0.00859607,0.823108,1
0.812719,0.549813,0.441276,0.411372,0.645411,0.726386,0.0869479,0.608758,0.329217,0.00725427,0.49622,0.411898,0.820183,0.402324,0.294634,0.603486,0.477765,0.290472,0.648114,0.0593262,0.133798,0.282752,0.692988,0.943548,0
0.337731,0.675626,0.316195,0.0643684,0.186872,0.193466,0.0709004,0.336935,0.871751,0.105644,0.485988,0.248221,0.251053,0.245116,0.267319,0.0240229,0.809447,0.137038,0.512376,0.739933,0.652306,0.25531,0.326819,0.604521,1
0.0704694,0.156512,0.412922,0.132712,0.968576,0.80463,0.0675429,0.124097,0.283748,0.647693,0.268534,0.842961,0.177016,0.0691892,0.308633,0.210706,0.840582,0.44329,0.72221,0.0166106,0.819727,0.532479,0.231767,0.0509386,0
0.301412,0.0612896,0.271327,0.887736,0.645746,0.910092,0.353332,0.228772,0.785211,0.0688898,0.218787,0.104487,0.0124724,0.556967,0.608774,0.609198,0.102373,0.697097,0.429497,0.189276,0.106691,0.944597,0.995786,0.143889,1
0.202941,0.404277,0.149728,0.796594,0.715156,0.211625,0.610213,0.721788,0.26718,0.308653,0.234657,0.298692,0.25864,0.543136,0.791019,0.797308,0.922816,0.786354,0.406254,0.035004,0.782588,0.461536,0.000390116,0.367378,0
0.861939,0.813658,0.835181,0.1379,0.641504,0.296401,0.0778404,0.543489,0.0082501,0.40319,0.282959,0.715739,0.535143,0.660669,0.404036,0.917188,0.00963712,0.175444,0.509358,0.89498,0.398379,0.122392,0.0853787,0.734789,1
0.791155,0.683318,0.952892,0.407139,0.437753,0.943511,0.521808,0.0401409,0.273558,0.0486404,0.370037,0.279262,0.845972,0.208591,0.068342,0.318084,0.829286,0.984854,0.543941,0.491836,0.542798,0.575343,0.430863,0.255606,0
0.558243,0.0985645,0.743193,0.52547,0.573832,0.0306606,0.980323,0.444114,0.176728,0.489506,0.957616,0.150803,0.192749,0.124449,0.513991,0.530668,0.538741,0.269772,0.606806,0.1091,0.326215,0.79217,0.384241,0.61077,1
0.00898888,0.556,0.519913,0.218562,0.130205,0.217539,0.0668737,0.683652,0.43197,0.0754417,0.398171,0.220846,0.694104,0.563791,0.384893,0.106922,0.671869,0.0538535,0.741183,0.115658,0.980004,0.825223,0.974851,0.243117,0
0.097716,0.0182323,0.301611,0.248387,0.762408,0.236428,0.607246,0.830317,0.950488,0.0349067,0.609265,0.329519,0.82237,0.734814,0.64439,0.883711,0.389644,0.343419,0.671328,0.665644,0.215312,0.0330615,0.450813,0.716979,1
0.418078,0.794221,0.658997,0.557144,0.370146,0.884504,0.258257,0.120187,0.271211,0.355962,0.534692,0.159821,0.781719,0.770594,0.197682,0.396223,0.903809,0.67397,0.0983672,0.768884,0.622022,0.158554,0.875761,0.947113,0
0.537192,0.0335853,0.987141,0.0510743,0.940382,0.552523,0.569625,0.497032,0.839863,0.11035,0.749369,0.22435,0.248803,0.792916,0.841157,0.840576,0.206199,0.573594,0.232439,0.564437,0.195848,0.446456,0.130919,0.21291,1
0.189104,0.263976,0.943844,0.524473,0.272166,0.842262,0.87305,0.364423,0.077397,0.992037,0.0974839,0.108195,0.0669156,0.404313,0.113727,0.11229,0.356898,0.116691,0.225161,0.117885,0.299475,0.457411,0.61589,0.824117,0
0.801699,0.663927,0.060564,0.864496,0.448106,0.264117,0.469422,0.202569,0.156457,0.955066,0.269462,0.330089,0.869275,0.472936,0.181828,0.976039,0.672531,0.086398,0.790763,0.418602,0.287548,0.419981,0.104325,0.461723,1
0.61679,0.159668,0.293945,0.341342,0.251032,0.83193,0.644882,0.536932,0.859808,0.16704,0.984589,0.43967,0.551762,0.870222,0.0446253,0.0985659,0.998447,0.114387,0.972248,0.709975,0.771197,0.623675,0.798879,0.842181,0
0.507995,0.280907,0.1072,0.362222,0.891865,0.167498,0.652075,0.856219,0.691977,0.131599,0.440618,0.697731,0.494427,0.798176,0.382248,0.354641,0.427361,0.0961593,0.309357,0.0698845,0.0274487,0.198025,0.116534,0.490928,1
0.0438339,0.755645,0.251088,0.960045,0.330696,0.628182,0.306753,0.0589017,0.0126356,0.25134,0.818427,0.326547,0.76594,0.75508,0.757636,0.0380645,0.193454,0.997587,0.670126,0.359312,0.545734,0.277224,0.740275,0.784419,0
0.690114,0.266782,0.150483,0.703768,0.513313,0.14665,0.901564,0.312438,0.77626,0.0368076,0.398859,0.609141,0.929213,0.0824861,0.316303,0.630565,0.526294,0.838237,0.489069,0.664289,0.152238,0.0264765,0.957162,0.661922,1
0.688125,0.741096,0.776657,0.810496,0.361717,0.420233,0.444726,0.356004,0.616396,0.727198,0.660701,0.821235,0.499585,0.569944,0.9439,0.127812,0.651626,0.563295,0.559394,0.522519,0.542411,0.080789,0.534482,0.256373,0
0.660202,0.518024,0.978347,0.855501,0.843531,0.367953,0.249113,0.418075,0.681993,0.0846172,0.842694,0.071805,0.298748,0.930939,0.855,0.436833,0.188143,0.997159,0.97614,0.0512141,0.340331,0.986428,0.11173,0.111875,1
0.15752,0.433016,0.271693,0.861551,0.565398,0.918231,0.726455,0.0851233,0.56115,0.803831,0.256441,0.455526,0.791029,0.548068,0.245057,0.794315,0.819827,0.552523,0.318386,0.627425,0.761606,0.158866,0.788122,0.493145,0
0.517678,0.958222,0.891441,0.0745029,0.619682,0.883455,0.150821,0.086443,0.477257,0.989832,0.681906,0.558013,0.807039,0.543532,0.711769,0.598807,0.390757,0.52775,0.339102,0.983095,0.478677,0.489592,0.45934,0.510784,1
0.133284,0.986236,0.0696042,0.14145,0.828926,0.771074,0.0766701,0.237187,0.00290851,0.548504,0.629633,0.534571,0.501796,0.110934,0.992058,0.65233,0.868308,0.858837,0.33196,0.613292,0.683933,0.994235,0.671586,0.512988,0
0.222057,0.777747,0.950083,0.270163,0.304686,0.545084,0.762345,0.540863,0.984554,0.613338,0.329562,0.651814,0.108233,0.095763,0.44521,0.8756,0.221456,0.54558,0.0173208,0.78443,0.937418,0.527382,0.527904,0.864212,1
0.842869,0.795526,0.694715,0.651529,0.386621,0.929212,0.109815,0.538997,0.951419,0.705467,0.195538,0.480559,0.318184,0.693014,0.327294,0.14005,0.798015,0.294898,0.161421,0.779027,0.457379,0.260903,0.829921,0.30639,0
0.290112,0.316224,0.986564,0.86189,0.591627,0.0435613,0.829934,0.976515,0.751972,0.125016,0.950931,0.342283,0.540215,0.123728,0.662535,0.197196,0.500921,0.628841,0.642883,0.699161,0.637679,0.470123,0.673749,0.164843,1
0.197878,0.952474,0.79117,0.00305393,0.191892,0.490749,0.729475,0.722892,0.638912,0.420231,0.471174,0.768077,0.306804,0.0990783,0.490757,0.672554,0.546232,0.140728,0.768434,0.278278,0.366964,0.854294,0.359122,0.462265,0
0.0898264,0.820204,0.631912,0.022488,0.169459,0.28073,0.785875,0.435423,0.325082,0.427593,0.830104,0.0642527,0.158628,0.171841,0.46049,0.836528,0.467085,0.987887,0.635041,0.272044,0.469865,0.540461,0.745835,0.202575,1
0.324705,0.778296,0.777186,0.134251,0.293552,0.330314,0.594504,0.586802,0.66586,0.646375,0.0700317,0.316601,0.316164,0.852664,0.534898,0.574939,0.833951,0.652327,0.355247,0.535478,0.0811997,0.379659,0.16109,0.234411,0
0.34223,0.383659,0.705818,0.594458,0.4517,0.0756837,0.297949,0.657074,0.318007,0.805282,0.652753,0.9302,0.672838,0.155495,0.90429,0.633257,0.89926,0.563119,0.564495,0.17644,0.940904,0.566762,0.993618,0.365312,1
0.266851,0.641932,0.42111,0.271161,0.428327,0.96899,0.0451069,0.386035,0.710853,0.53596,0.844413,0.533804,0.884834,0.383521,0.977329,0.469009,0.0109586,0.933283,0.908153,0.144665,0.223206,0.901149,0.75581,0.60785,0
0.688036,0.681071,0.284954,0.237483,0.494651,0.955004,0.882756,0.0669297,0.467604,0.880993,0.690281,0.139881,0.814785,0.410396,0.939963,0.550351,0.318898,0.777898,0.207702,0.0968498,0.282848,0.209615,0.61883,0.756207,1
0.293195,0.897443,0.775755,0.0926597,0.27127,0.0329592,0.557465,0.857829,0.504187,0.115019,0.427794,0.389446,0.291425,0.162705,0.23345,0.129825,0.725334,0.956124,0.531827,0.384626,0.119419,0.279735,0.866571,0.801011,0
0.957218,0.715494,0.0960225,0.490897,0.9624,0.671242,0.746286,0.922904,0.805396,0.236053,0.923095,0.951992,0.492841,0.418168,0.916243,0.451509,0.29593,0.252591,0.527338,0.957378,0.279741,0.884353,0.751033,0.193588,1
0.54598,0.608471,0.648076,0.330094,0.81128,0.718194,0.553905,0.243547,0.376831,0.268283,0.861598,0.623907,0.563144,0.988082,0.242181,0.480568,0.645621,0.156939,0.594278,0.941415,0.372291,0.224044,0.393088,0.0595034,0
0.690217,0.497682,0.706682,0.363915,0.186977,0.497942,0.0203964,0.698075,0.965905,0.392541,0.584561,0.305131,0.546161,0.318565,0.0542876,0.0980978,0.959248,0.0492812,0.24704,0.253512,0.0656372,0.313727,0.56919,0.680668,1
0.338436,0.887152,0.956501,0.790934,0.542667,0.0318842,0.837144,0.201549,0.532422,0.491163,0.675643,0.0679289,0.124605,0.234994,0.541942,0.166979,0.794034,0.167327,0.377721,0.692232,0.924692,0.337216,0.319365,0.359344,0
0.24089,0.434208,0.67342,0.89251,0.343298,0.729904,0.481979,0.514335,0.280512,0.119957,0.522071,0.985328,0.893573,0.791443,0.467507,0.187768,0.973789,0.545941,0.232423,0.200989,0.587491,0.843916,0.330689,0.592264,1
0.86675,0.672052,0.576274,0.379747,0.90476,0.621473,0.946071,0.195134,0.483372,0.234341,0.820253,0.350855,0.113606,0.0752697,0.676768,0.283254,0.557229,0.565715,0.703996,0.674833,0.101311,0.191006,0.57367,0.638575,0
0.562969,0.0938733,0.748786,0.648165,0.395665,0.957031,0.503618,0.997105,0.397609,0.355163,0.191569,0.961585,0.234183,0.0763243,0.93113,0.655024,0.077494,0.740003,0.0651471,0.207639,0.450885,0.0429327,0.898893,0.121342,1
0.923384,0.266223,0.143789,0.756302,0.723551,0.103695,0.632355,0.0459208,0.9942,0.199789,0.562894,0.935578,0.1651,0.997489,0.257229,0.248947,0.421559,0.0269883,0.0394947,0.83389,0.15,0.751937,0.877497,0.885932,0
0.470076,0.622942,0.2698,0.327181,0.955095,0.361462,0.0515314,0.396593,0.602523,0.4584,0.260648,0.126067,0.263932,0.870764,0.525268,0.906467,0.564271,0.340089,0.0636407,0.736969,0.834687,0.244239,0.933875,0.176873,1
0.817123,0.860352,0.621778,0.870169,0.0042407,0.345163,0.445157,0.329449,0.116224,0.929795,0.424179,0.233139,0.282037,0.851554,0.113772,0.0662406,0.947431,0.695933,0.148175,0.586182,0.281959,0.868266,0.817236,0.80459,0
0.514678,0.458875,0.18317,0.322866,0.917906,0.451134,0.374402,0.787425,0.576585,0.806739,0.0779921,0.795546,0.735297,0.907439,0.61413,0.996814,0.172574,0.197227,0.308393,0.152951,0.494845,0.41618,0.813825,0.123523,1
0.257066,0.0922193,0.64293,0.654346,0.827704,0.0706476,0.807409,0.958117,0.286589,0.510574,0.69584,0.311128,0.689016,0.115706,0.573708,0.22626,0.762005,0.894962,0.917313,0.376765,0.988726,0.945025,0.706262,0.808968,0
0.51536,0.915871,0.145146,0.990043,0.185599,0.424938,0.588155,0.211742,0.273365,0.062557,0.85323,0.420542,0.636615,0.260949,0.793244,0.663889,0.726911,0.0223393,0.090226,0.8172,0.349419,0.362523,0.0447008,0.201344,1
0.509526,0.507408,0.34254,0.438934,0.910842,0.297652,0.683636,0.408532,0.682221,0.667625,0.476798,0.177346,0.888026,0.0450849,0.394857,0.600659,0.395963,0.245911,0.642863,0.244986,0.660928,0.148121,0.430511,0.783864,0
0.850625,0.0294364,0.836172,0.458776,0.932817,0.961112,0.524816,0.720489,0.267858,0.972658,0.631624,0.997524,0.0626513,0.489576,0.445697,0.293073,0.947524,0.546507,0.254836,0.931805,0.155404,0.941263,0.41406,0.0342075,1
0.442409,0.604489,0.651739,0.922694,0.737462,0.636519,0.105356,0.885255,0.266018,0.139523,0.737745,0.15572,0.172147,0.509881,0.155571,0.782724,0.73793,0.350827,0.406749,0.141501,0.0381672,0.115232,0.545991,0.359109,0
0.224037,0.424863,0.582118,0.828742,0.341316,0.40673,0.137223,0.654738,0.705877,0.718445,0.374899,0.855627,0.388683,0.720699,0.845269,0.478287,0.501564,0.915944,0.912025,0.526226,0.24728,0.348544,0.053687,0.385433,1
0.212362,0.393619,0.358862,0.926504,0.405784,0.170555,0.774399,0.0282444,0.151773,0.44283,0.0456288,0.210604,0.192239,0.754893,0.91182,0.802831,0.317158,0.930573,0.868881,0.464359,0.2582,0.0138281,0.700594,0.898438,0
0.0480698,0.166049,0.710428,0.545118,0.750269,0.992692,0.244335,0.614399,0.523537,0.389741,0.69735,0.221152,0.355308,0.068355,0.569271,0.0667089,0.433389,0.930885,0.957908,0.770252,0.994308,0.633648,0.473652,0.106782,1
0.414748,0.720429,0.309688,0.326518,0.932731,0.232769,0.2753,0.8153,0.00407463,0.0168555,0.115971,0.999116,0.514366,0.0653631,0.793952,0.850792,0.0807637,0.191776,0.521431,0.0403696,0.578743,0.381122,0.725253,0.711451,0
0.406921,0.748089,0.598217,0.662707,0.348312,0.719173,0.227109,0.783564,0.264353,0.575259,0.643051,0.764005,0.111093,0.986207,0.532857,0.717902,0.380409,0.0429057,0.242755,0.275899,0.0439718,0.151314,0.700627,0.0944989,1
0.292984,0.0688502,0.743947,0.114725,0.215796,0.898503,0.472138,0.390705,0.910004,0.870639,0.580513,0.0678816,0.372864,0.479155,0.0482372,0.674107,0.155983,0.100331,0.156794,0.563784,0.335028,0.475897,0.386139,0.0645971,0
0.00988535,0.923774,0.569434,0.580115,0.239134,0.443487,0.578871,0.211057,0.205935,0.00371884,0.335256,0.515739,0.518652,0.225445,0.970272,0.694742,0.260276,0.590068,0.140991,0.635991,0.123263,0.0957497,0.0599543,0.602202,1
0.373555,0.797422,0.910432,0.669211,0.667857,0.940826,0.25536,0.445321,0.855691,0.935309,0.500562,0.810752,0.802212,0.404318,0.759527,0.933253,0.204451,0.159811,0.800124,0.239386,0.093632,0.52363,0.4857,0.277809,0
0.736066,0.774856,0.997275,0.00584718,0.49703,0.149871,0.523725,0.296861,0.713946,0.227286,0.30735,0.814439,0.0504365,0.361824,0.3482,0.56956,0.250692,0.211853,0.507468,0.785982,0.778618,0.159723,0.654634,0.292704,1
0.0605574,0.769024,0.553342,0.748256,0.141162,0.496613,0.469462,0.319636,0.502807,0.0302957,0.0581571,0.121466,0.588069,0.522703,0.0805913,0.774539,0.316454,0.862777,0.484868,0.566077,0.84379,0.281961,0.528277,0.657592,0
0.780973,0.94682,0.631506,0.826186,0.449429,0.60038,0.196353,0.28139,0.684102,0.500038,0.167977,0.55159,0.202458,0.275663,0.127921,0.893148,0.312831,0.738352,0.314328,0.927669,0.925853,0.152182,0.471042,0.372715,1
0.412874,0.535231,0.508344,0.491082,0.794842,0.382361,0.93611,0.763941,0.279482,0.954087,0.117188,0.892407,0.0447609,0.309705,0.937307,0.477194,0.909081,0.388343,0.240964,0.121759,0.665787,0.171371,0.724306,0.583831,0
0.0290231,0.934613,0.755149,0.382866,0.51653,0.13677,0.715505,0.788409,0.626218,0.0228124,0.208926,0.685004,0.300233,0.541817,0.3285,0.12169,0.992371,0.201076,0.410819,0.398353,0.283097,0.665482,0.637503,0.376668,1
0.621534,0.287151,0.585376,0.592059,0.557771,0.815056,0.594104,0.314958,0.377034,0.977302,0.66801,0.930641,0.630601,0.503981,0.33068,0.664669,0.724843,0.182072,0.931428,0.436751,0.0427001,0.624611,0.0266008,0.468819,0
0.427392,0.77444,0.104666,0.580116,0.0260303,0.741068,0.487679,0.618976,0.0491248,0.902798,0.800016,0.240042,0.206535,0.0822831,0.109383,0.489191,0.90099,0.0754027,0.751149,0.744397,0.841933,0.79307,0.981191,0.035866,1
0.240589,0.159901,0.324998,0.769529,0.729909,0.685899,0.147809,0.477407,0.119398,0.835168,0.497252,0.878412,0.336129,0.934649,0.475773,0.190205,0.977104,0.221665,0.343291,0.885581,0.570013,0.597571,0.706668,0.084021,0
0.446607,0.411006,0.542719,0.47145,0.815795,0.181332,0.373436,0.989482,0.104429,0.583692,0.693614,0.437586,0.969044,0.34262,0.268561,0.0941904,0.924433,0.593311,0.181119,0.853219,0.0407321,0.163047,0.941488,0.734938,1
0.622581,0.923507,0.433361,0.0282627,0.993859,0.430562,0.296202,0.787467,0.442327,0.0367547,0.0613655,0.769202,0.498886,0.881094,0.132865,0.623202,0.05264,0.940557,0.775105,0.247023,0.367768,0.68052,0.523588,0.514535,0
0.169235,0.733064,0.644908,0.000880511,0.415061,0.631624,0.354274,0.0924415,0.752308,0.559897,0.758089,0.806409,0.556932,0.657434,0.871914,0.396338,0.744433,0.942283,0.407539,0.111222,0.584868,0.843831,0.304271,0.357916,1
0.455685,0.926621,0.292198,0.156449,0.602395,0.984361,0.295032,0.361626,0.730393,0.621111,0.807296,0.568927,0.759341,0.534151,0.152797,0.796145,0.655486,0.831182,0.886088,0.741428,0.296964,0.993074,0.448226,0.262117,0
0.309662,0.168996,0.972258,0.391123,0.276285,0.462891,0.757802,0.48265,0.907471,0.924295,0.215895,0.164213,0.850501,0.753558,0.0708304,0.901211,0.189839,0.956137,0.913014,0.0338294,0.771786,0.220447,0.0848651,0.831667,1
0.733117,0.234032,0.753515,0.774585,0.0639516,0.996025,0.68141,0.967292,0.728124,0.413881,0.383236,0.824888,0.497896,0.520936,0.764427,0.589044,0.164032,0.0613308,0.30967,0.417395,0.118235,0.104832,0.107411,0.0853712,0
0.562082,0.484435,0.313996,0.937557,0.780788,0.0283035,0.0980179,0.117583,0.0854268,0.573572,0.380889,0.609238,0.237092,0.687276,0.749404,0.310146,0.915001,0.417853,0.873879,0.523064,0.0905152,0.194927,0.213011,0.705492,1
0.920574,0.983826,0.489004,0.503306,0.733601,0.42817,0.76028,0.17783,0.909814,0.877175,0.750062,0.500122,0.165574,0.290419,0.755253,0.582114,0.0166731,0.88386,0.356244,0.462365,0.324175,0.359732,0.274735,0.855046,0
0.178002,0.817045,0.831824,0.767716,0.88438,0.363963,0.674001,0.648397,0.746743,0.349717,0.486749,0.0604867,0.660525,0.928625,0.262174,0.394731,0.0238973,0.0838967,0.916907,0.051622,0.993798,0.48245,0.98321,0.048054,1
0.10222,0.981646,0.489217,0.726891,0.978041,0.60702,0.757957,0.78715,0.688624,0.0997992,0.432198,0.69048,0.396926,0.162388,0.450399,0.829913,0.67297,0.331941,0.400525,0.442576,0.319123,0.936225,0.468045,0.92618,0
0.49244,0.40231,0.621707,0.164638,0.790875,0.370736,0.644889,0.688596,0.686352,0.819285,0.104982,0.119962,0.126481,0.521834,0.879371,0.847174,0.336159,0.374937,0.948748,0.911024,0.393726,0.336612,0.491635,0.638688,1
0.362979,0.310431,0.923815,0.213542,0.976813,0.348564,0.119214,0.50585,0.700967,0.0683303,0.211426,0.588213,0.583274,0.40936,0.835233,0.221422,0.506493,0.487404,0.543138,0.601015,0.21859,0.713682,0.182048,0.0104126,0
0.985908,0.886406,0.889086,0.019045,0.590686,0.16756,0.853249,0.107758,0.128801,0.730319,0.271799,0.291306,0.12624,0.100856,0.82827,0.459416,0.618989,0.475903,0.244672,0.872425,0.281672,0.430976,0.866356,0.951534,1
0.462093,0.752949,0.0673472,0.202227,0.113961,0.647591,0.400469,0.635389,0.416398,0.253459,0.634666,0.315167,0.139855,0.4071,0.0367101,0.905023,0.142797,0.573059,0.771544,0.121062,0.356823,0.100749,0.0611476,0.480029,0
