T1_v1_x,T1_v1_y,T1_v1_z,T1_v2_x,T1_v2_y,T1_v2_z,T1_v3_x,T1_v3_y,T1_v3_z,T1_v4_x,T1_v4_y,T1_v4_z,T2_v1_x,T2_v1_y,T2_v1_z,T2_v2_x,T2_v2_y,T2_v2_z,T2_v3_x,T2_v3_y,T2_v3_z,T2_v4_x,T2_v4_y,T2_v4_z,intersection_status
0.060942,0.711925,0.174010,0.937675,0.135090,0.782726,0.113400,0.454716,0.468132,0.612816,0.678514,0.703890,0.444028,0.893515,0.794522,0.185482,0.827541,0.060442,0.626287,0.894704,0.817964,0.258733,0.858487,0.094211,0
0.989824,0.840438,0.108432,0.175243,0.115569,0.417224,0.135375,0.417233,0.949828,0.070521,0.416675,0.920493,0.610229,0.328931,0.721284,0.321253,0.290769,0.042360,0.775049,0.323319,0.777796,0.308569,0.535220,0.040992,1
0.751931,0.595397,0.993182,0.665877,0.314778,0.951750,0.421490,0.526356,0.322973,0.399358,0.657659,0.141116,0.042187,0.068505,0.728997,0.172481,0.601936,0.326282,0.561995,0.509235,0.975135,0.900418,0.867685,0.799091,0
0.440529,0.829291,0.498192,0.452911,0.146734,0.123282,0.686960,0.606956,0.470050,0.532284,0.273648,0.699000,0.902385,0.730837,0.789811,0.254535,0.737215,0.365676,0.886130,0.695380,0.372636,0.273043,0.400175,0.807783,1
0.968316,0.122324,0.345216,0.875137,0.319695,0.823435,0.207783,0.116684,0.640598,0.672398,0.257497,0.012751,0.411766,0.788107,0.927809,0.468002,0.515045,0.096974,0.041876,0.788027,0.331478,0.383098,0.801709,0.311128,0
0.513389,0.879041,0.554500,0.509367,0.257204,0.905304,0.109725,0.078754,0.240972,0.517248,0.080058,0.579709,0.387987,0.126298,0.897664,0.792069,0.323455,0.343670,0.339372,0.774968,0.368139,0.768372,0.244768,0.660196,1
0.134905,0.289963,0.050678,0.813852,0.224080,0.124474,0.708239,0.733038,0.344421,0.574114,0.631181,0.393948,0.166088,0.997416,0.570147,0.754392,0.980525,0.157576,0.516721,0.638048,0.915842,0.196935,0.464417,0.130888,0
0.973817,0.303397,0.462396,0.002222,0.356614,0.259841,0.952427,0.861352,0.771996,0.659195,0.938102,0.382624,0.285798,0.382060,0.190652,0.799318,0.613824,0.778600,0.609544,0.135772,0.110528,0.503248,0.013458,0.528511,1
0.124738,0.165920,0.600032,0.234167,0.198686,0.495918,0.084062,0.949474,0.745954,0.040425,0.744161,0.436453,0.601892,0.801306,0.532180,0.690256,0.731223,0.047397,0.651186,0.785484,0.627004,0.253181,0.006913,0.546253,0
0.730233,0.809679,0.233542,0.840545,0.792150,0.944718,0.099646,0.131321,0.186317,0.875977,0.693814,0.060438,0.450177,0.844228,0.233404,0.996020,0.281250,0.739522,0.095790,0.488259,0.832543,0.146023,0.342053,0.629336,1
0.926109,0.375519,0.166292,0.110389,0.960093,0.016546,0.930299,0.122611,0.146173,0.436688,0.417829,0.077004,0.134028,0.411201,0.592470,0.169884,0.187606,0.090962,0.020860,0.188200,0.360720,0.977607,0.335617,0.383247,0
0.305094,0.930748,0.772209,0.563027,0.503214,0.338405,0.915554,0.363384,0.245636,0.686864,0.010698,0.725802,0.244659,0.368174,0.290010,0.881948,0.097645,0.909406,0.177494,0.063975,0.603396,0.847902,0.020393,0.995900,1
0.331890,0.521824,0.004234,0.699108,0.112319,0.505918,0.197212,0.204947,0.580859,0.684231,0.609634,0.736349,0.907431,0.968510,0.789972,0.929386,0.968226,0.380481,0.015735,0.525399,0.854478,0.607403,0.864736,0.511487,0
0.082819,0.899099,0.092870,0.992731,0.032484,0.524836,0.180084,0.297230,0.949177,0.609268,0.596613,0.996640,0.779332,0.289742,0.178964,0.577039,0.367264,0.935966,0.201568,0.016039,0.912205,0.003761,0.137836,0.439046,1
0.428012,0.465229,0.587073,0.509882,0.561469,0.090924,0.867596,0.486564,0.169935,0.511110,0.109144,0.438849,0.721556,0.508721,0.534186,0.695783,0.405425,0.794839,0.534770,0.467138,0.711726,0.022991,0.630211,0.942283,0
0.634531,0.916456,0.179943,0.799701,0.501774,0.467156,0.143686,0.473193,0.031026,0.786557,0.007657,0.362230,0.776767,0.781119,0.509097,0.035040,0.866795,0.239019,0.812781,0.408199,0.586288,0.664299,0.119802,0.207077,1
0.975233,0.704381,0.471353,0.089999,0.133502,0.986399,0.105993,0.115545,0.499550,0.260356,0.187613,0.548286,0.719153,0.759170,0.365897,0.000125,0.170531,0.134201,0.311166,0.000622,0.148650,0.297039,0.197812,0.069962,0
0.649810,0.477955,0.539286,0.914580,0.381994,0.680753,0.781204,0.242916,0.016914,0.715699,0.596971,0.873298,0.976897,0.246888,0.636241,0.550210,0.886624,0.638679,0.700034,0.985174,0.404702,0.871579,0.247382,0.208507,1
0.174681,0.905782,0.978151,0.282122,0.194926,0.494553,0.039302,0.952573,0.431969,0.662108,0.776210,0.136141,0.783001,0.989886,0.092407,0.999032,0.690481,0.656685,0.667118,0.038095,0.034666,0.629923,0.041485,0.927690,0
0.331620,0.952204,0.624123,0.717082,0.161635,0.157204,0.711542,0.776562,0.552315,0.248349,0.158350,0.403549,0.433718,0.424928,0.717019,0.641698,0.695812,0.816130,0.883502,0.554574,0.487833,0.038851,0.380169,0.342571,1
0.044997,0.297022,0.615696,0.366436,0.446118,0.037625,0.142151,0.925009,0.729239,0.558627,0.763261,0.642622,0.769006,0.835245,0.822424,0.918613,0.984802,0.846433,0.026223,0.176214,0.553347,0.699756,0.791745,0.047438,0
0.273070,0.537409,0.483093,0.065335,0.019104,0.743792,0.633247,0.786086,0.894118,0.037952,0.863864,0.998492,0.016447,0.800267,0.721402,0.963528,0.483635,0.858427,0.245031,0.193629,0.392497,0.289593,0.321140,0.230002,1
0.000746,0.999628,0.966339,0.298703,0.711383,0.629449,0.794643,0.367608,0.355690,0.200621,0.543663,0.276822,0.385985,0.224587,0.386476,0.234611,0.033504,0.334838,0.900327,0.100212,0.979278,0.678457,0.051051,0.282837,0
0.793306,0.511217,0.229653,0.027844,0.642179,0.212915,0.999825,0.070800,0.450229,0.440105,0.583967,0.918684,0.310753,0.347645,0.467330,0.013197,0.478145,0.646340,0.578786,0.987258,0.949140,0.648914,0.618713,0.870679,1
0.695202,0.018345,0.294114,0.836050,0.026406,0.640384,0.065175,0.086643,0.791574,0.948278,0.113651,0.613898,0.074407,0.155488,0.211497,0.966200,0.903660,0.542230,0.647526,0.159317,0.945662,0.737960,0.150544,0.036318,0
0.111193,0.432221,0.302896,0.280479,0.169896,0.264631,0.853281,0.535566,0.399067,0.608699,0.506510,0.740397,0.916760,0.632415,0.087751,0.716473,0.548883,0.151316,0.538246,0.163034,0.233814,0.083957,0.742266,0.652127,1
0.909984,0.499726,0.986251,0.190436,0.181695,0.166609,0.867863,0.121821,0.824221,0.127113,0.253977,0.471826,0.090090,0.766969,0.176262,0.253108,0.203285,0.219655,0.542621,0.505220,0.396605,0.896004,0.340504,0.468587,0
0.790530,0.424577,0.496700,0.535336,0.364145,0.899659,0.112901,0.984320,0.637271,0.249628,0.235182,0.702249,0.691175,0.881296,0.663654,0.276849,0.817403,0.599955,0.301112,0.125978,0.374866,0.272219,0.047777,0.354947,1
0.654312,0.865085,0.803074,0.337934,0.598899,0.921653,0.958518,0.008153,0.503086,0.853773,0.984629,0.909966,0.771418,0.956625,0.131018,0.972149,0.542061,0.259781,0.907179,0.116421,0.122136,0.062911,0.190710,0.750501,0
0.461737,0.675340,0.021265,0.233135,0.427840,0.934989,0.199069,0.609487,0.080294,0.217714,0.026038,0.987091,0.350944,0.985524,0.479748,0.231934,0.094003,0.489876,0.382547,0.684939,0.537103,0.275749,0.447599,0.132718,1
0.609511,0.307913,0.568739,0.693031,0.364118,0.250636,0.130469,0.802803,0.915832,0.016614,0.097670,0.410976,0.679322,0.704270,0.991706,0.394248,0.657906,0.461743,0.751128,0.323096,0.582363,0.351100,0.732614,0.029085,0
0.271598,0.028416,0.024036,0.484039,0.005673,0.488495,0.245298,0.053596,0.643057,0.942981,0.971961,0.314571,0.869020,0.149497,0.509447,0.688561,0.955858,0.540887,0.267671,0.116261,0.378721,0.348245,0.119764,0.993625,1
0.980925,0.841292,0.807331,0.679177,0.646789,0.116195,0.874070,0.497715,0.329996,0.628320,0.030950,0.238634,0.601081,0.206850,0.795777,0.279832,0.574081,0.169176,0.298344,0.483465,0.359570,0.705083,0.937379,0.732829,0
0.254861,0.281034,0.191823,0.790263,0.569088,0.040950,0.450771,0.994750,0.039255,0.990358,0.400956,0.394843,0.426081,0.751623,0.640796,0.996558,0.758263,0.709766,0.925248,0.683261,0.009218,0.475293,0.075979,0.149418,1
0.695530,0.269345,0.797403,0.574883,0.950864,0.287753,0.742192,0.271569,0.288522,0.477361,0.381875,0.758669,0.270920,0.816868,0.911640,0.592599,0.171758,0.944902,0.296599,0.298668,0.978772,0.332842,0.033360,0.255918,0
0.116634,0.076912,0.956446,0.104633,0.556454,0.606928,0.496395,0.871699,0.085164,0.680368,0.199246,0.220906,0.268637,0.341515,0.505198,0.455963,0.702120,0.771305,0.341369,0.867789,0.944418,0.039311,0.554693,0.972363,1
0.120452,0.096721,0.131971,0.721236,0.634492,0.381152,0.474922,0.466505,0.286790,0.041818,0.331775,0.889576,0.432904,0.105879,0.573183,0.397032,0.090541,0.484543,0.738351,0.183647,0.021851,0.354638,0.207373,0.126116,0
0.503677,0.394942,0.408478,0.343982,0.464266,0.556829,0.715489,0.916884,0.897523,0.408988,0.593260,0.228367,0.466146,0.722613,0.209632,0.392759,0.239469,0.416096,0.644802,0.467999,0.862806,0.519557,0.126617,0.746720,1
0.418230,0.787418,0.129757,0.675006,0.237083,0.485212,0.273998,0.220111,0.101679,0.130507,0.688760,0.613221,0.871890,0.015540,0.230764,0.605221,0.652066,0.432453,0.548399,0.753743,0.773030,0.693502,0.532986,0.619335,0
0.753546,0.480078,0.534221,0.664547,0.887608,0.598243,0.166454,0.527180,0.555639,0.296649,0.608015,0.646705,0.099901,0.644557,0.459413,0.884822,0.468100,0.539354,0.601699,0.325759,0.827376,0.294032,0.165897,0.482178,1
0.263696,0.343608,0.935154,0.071023,0.411324,0.356261,0.899959,0.343076,0.575165,0.989774,0.539042,0.749098,0.763233,0.952474,0.093376,0.752122,0.367259,0.113697,0.497074,0.503750,0.617271,0.426887,0.720730,0.925850,0
0.064319,0.102596,0.707541,0.491488,0.191089,0.691279,0.227828,0.818122,0.379249,0.812783,0.010845,0.430858,0.202839,0.581629,0.898187,0.022286,0.135518,0.384093,0.493806,0.982942,0.038135,0.327457,0.495366,0.485783,1
0.304424,0.639392,0.535433,0.828698,0.677645,0.682056,0.416676,0.605399,0.549256,0.262516,0.605870,0.517514,0.585167,0.286865,0.716510,0.190796,0.757850,0.582256,0.448889,0.187826,0.607590,0.515151,0.970604,0.899906,0
0.040391,0.553093,0.055330,0.667779,0.236734,0.161332,0.732790,0.464671,0.754846,0.213039,0.925133,0.067031,0.743955,0.606742,0.267726,0.633939,0.478693,0.961285,0.403915,0.645232,0.342717,0.735038,0.512308,0.668953,1
0.065284,0.393757,0.721838,0.843386,0.349790,0.621885,0.500033,0.230025,0.932776,0.258977,0.258964,0.563852,0.746768,0.441189,0.600260,0.037392,0.487600,0.760427,0.654144,0.440723,0.735602,0.227045,0.348372,0.456217,0
0.091457,0.384236,0.399901,0.925781,0.746670,0.597105,0.601391,0.880521,0.634919,0.158568,0.785902,0.102008,0.298771,0.601056,0.307506,0.408253,0.529003,0.318498,0.122476,0.512171,0.879690,0.330951,0.885210,0.300017,1
0.325556,0.857386,0.480863,0.816001,0.325699,0.308122,0.714601,0.978797,0.009216,0.682293,0.928454,0.437105,0.938026,0.699103,0.593983,0.979003,0.285039,0.615500,0.828563,0.765701,0.599199,0.091064,0.166803,0.079766,0
0.679280,0.969241,0.770192,0.861897,0.686919,0.987595,0.278907,0.296171,0.447275,0.653120,0.308980,0.004023,0.992801,0.850259,0.911558,0.101376,0.912112,0.717377,0.225616,0.435013,0.597948,0.663583,0.298806,0.045186,1
0.129611,0.803341,0.724309,0.725292,0.714614,0.172345,0.692251,0.827301,0.582834,0.691755,0.401004,0.717855,0.392199,0.091299,0.618731,0.821768,0.660530,0.064511,0.581513,0.589570,0.325014,0.173014,0.199037,0.501767,0
0.198798,0.207781,0.654087,0.605922,0.266532,0.975066,0.903082,0.048366,0.099632,0.736688,0.838762,0.162953,0.261043,0.646686,0.542692,0.103427,0.893664,0.892440,0.596330,0.602316,0.747398,0.474605,0.437662,0.384505,1
0.262756,0.807498,0.506453,0.123278,0.659257,0.522738,0.435503,0.087274,0.338782,0.272545,0.238389,0.980465,0.305288,0.469534,0.644427,0.588340,0.829578,0.415624,0.900511,0.382801,0.079964,0.372271,0.946242,0.014595,0
0.393727,0.133408,0.872270,0.246159,0.665217,0.793389,0.351315,0.789370,0.748910,0.015258,0.502281,0.226037,0.409133,0.310282,0.729959,0.155655,0.052963,0.916202,0.312880,0.658404,0.634903,0.290552,0.867512,0.133532,1
0.664125,0.567934,0.886574,0.955810,0.547451,0.676808,0.718433,0.595908,0.938924,0.844177,0.496540,0.665281,0.119482,0.132085,0.022235,0.876027,0.618766,0.521054,0.109967,0.616879,0.269669,0.732854,0.111428,0.911823,0
0.790435,0.636694,0.921155,0.880620,0.779768,0.684557,0.775841,0.126233,0.812892,0.542512,0.643612,0.093478,0.138706,0.470712,0.671549,0.903579,0.441930,0.990146,0.387979,0.100772,0.406422,0.596661,0.149306,0.607489,1
0.819745,0.333194,0.578815,0.510268,0.632844,0.703423,0.507002,0.953503,0.436663,0.951305,0.620232,0.844931,0.959218,0.091375,0.728153,0.545832,0.407549,0.157538,0.232285,0.578906,0.280006,0.049898,0.121027,0.314514,0
0.922086,0.659436,0.123179,0.846190,0.875777,0.901822,0.656760,0.922216,0.525925,0.110111,0.936791,0.022581,0.740993,0.340491,0.219892,0.949167,0.968815,0.407701,0.220648,0.698889,0.425340,0.462390,0.431001,0.810253,1
0.716195,0.179853,0.496416,0.787001,0.083197,0.879804,0.178677,0.910025,0.862303,0.324506,0.383137,0.630304,0.083098,0.435608,0.506880,0.499406,0.105724,0.569021,0.122845,0.026088,0.967476,0.336265,0.043721,0.062126,0
0.507917,0.784053,0.226894,0.078517,0.517476,0.624561,0.087055,0.848380,0.577499,0.768218,0.360103,0.678126,0.749409,0.797214,0.525546,0.664129,0.784435,0.407933,0.404773,0.473774,0.141214,0.533973,0.578145,0.332279,1
0.546195,0.761438,0.851646,0.896893,0.160839,0.783708,0.019213,0.472210,0.804955,0.733466,0.480681,0.519650,0.383339,0.148380,0.315494,0.539135,0.245875,0.473570,0.716002,0.104742,0.905454,0.088194,0.945586,0.274084,0
0.862454,0.958270,0.275803,0.424349,0.468280,0.934230,0.304738,0.779475,0.522891,0.282470,0.180453,0.538946,0.435606,0.387205,0.889768,0.374454,0.928331,0.672119,0.926737,0.206359,0.092664,0.501094,0.294744,0.835696,1
0.050109,0.446889,0.692647,0.391204,0.302695,0.068283,0.220593,0.710203,0.407065,0.162350,0.974886,0.818536,0.949017,0.732268,0.570285,0.799646,0.477545,0.148264,0.592278,0.274453,0.053770,0.140682,0.754149,0.816539,0
0.689744,0.586640,0.166439,0.002233,0.671801,0.756599,0.986803,0.328446,0.488121,0.097407,0.951028,0.592352,0.389343,0.293396,0.999756,0.462936,0.833192,0.638796,0.465900,0.452502,0.544292,0.748467,0.771202,0.711858,1
0.268584,0.357913,0.883685,0.499826,0.644372,0.649288,0.638483,0.617594,0.840293,0.872095,0.540890,0.931240,0.631920,0.393311,0.611149,0.539410,0.575941,0.052514,0.845028,0.463831,0.582444,0.357149,0.742535,0.562341,0
0.526368,0.247664,0.093023,0.979949,0.930354,0.377052,0.613612,0.103543,0.357310,0.662875,0.423127,0.876561,0.772893,0.121624,0.105332,0.293486,0.001833,0.178274,0.737384,0.020338,0.903625,0.717104,0.627238,0.955001,1
0.397334,0.916345,0.257882,0.524271,0.951039,0.139019,0.623715,0.836771,0.625426,0.273838,0.762831,0.412606,0.091239,0.278122,0.449373,0.241644,0.424478,0.199654,0.481181,0.918438,0.673257,0.190612,0.051293,0.339318,0
0.733552,0.243599,0.945464,0.714015,0.267105,0.350410,0.728283,0.870183,0.452213,0.764961,0.568272,0.094266,0.784986,0.528206,0.940636,0.137007,0.636722,0.392146,0.225636,0.555264,0.497629,0.936569,0.033274,0.032509,1
0.184241,0.826043,0.400206,0.183484,0.883413,0.819577,0.521129,0.427930,0.426050,0.804516,0.352416,0.201646,0.419013,0.303823,0.322504,0.916794,0.736591,0.692571,0.900993,0.723398,0.822181,0.049394,0.456547,0.624657,0
0.480364,0.908673,0.603186,0.802444,0.569169,0.619760,0.666710,0.886631,0.717381,0.963702,0.459769,0.201328,0.893131,0.732327,0.837899,0.919544,0.104443,0.198655,0.512986,0.309961,0.502042,0.564136,0.958822,0.448599,1
0.186931,0.602657,0.661999,0.404261,0.029084,0.869090,0.913802,0.100310,0.355665,0.668186,0.685604,0.554750,0.667115,0.558647,0.238112,0.473794,0.910421,0.211367,0.904121,0.620751,0.428635,0.330612,0.646716,0.217602,0
0.746324,0.209557,0.938317,0.629073,0.748212,0.649758,0.596052,0.137502,0.318364,0.765616,0.557802,0.944137,0.193178,0.746948,0.551771,0.749939,0.941065,0.931213,0.975133,0.287358,0.428468,0.710700,0.969028,0.233382,1
0.435746,0.016354,0.948964,0.349618,0.278672,0.189063,0.187470,0.812419,0.995151,0.006128,0.345309,0.088431,0.972940,0.247188,0.073185,0.513027,0.280697,0.447941,0.744210,0.495710,0.279977,0.993806,0.671708,0.995549,0
0.933582,0.479934,0.709697,0.565409,0.312125,0.351429,0.197791,0.376410,0.797206,0.839704,0.950853,0.133971,0.903889,0.436378,0.807136,0.790149,0.326428,0.467192,0.692477,0.511212,0.593977,0.320151,0.428637,0.369949,1
0.717898,0.072878,0.698053,0.672795,0.044983,0.385453,0.902655,0.004189,0.593281,0.761298,0.739027,0.854502,0.846294,0.517764,0.415091,0.801508,0.990031,0.890678,0.703768,0.424703,0.084284,0.667266,0.757076,0.561202,0
0.116534,0.894269,0.480813,0.326079,0.219686,0.337712,0.879671,0.262268,0.581458,0.193644,0.097454,0.685213,0.992848,0.748399,0.568037,0.216369,0.043836,0.577350,0.139496,0.626654,0.877337,0.696610,0.874264,0.270318,1
0.333566,0.706011,0.488251,0.318724,0.074630,0.061096,0.508138,0.255057,0.160758,0.911945,0.647555,0.528070,0.903028,0.969353,0.438591,0.116148,0.954701,0.166217,0.722077,0.870720,0.547010,0.887372,0.650491,0.783178,0
0.540142,0.733754,0.513748,0.324023,0.047604,0.195846,0.999146,0.950106,0.097788,0.238821,0.844524,0.928382,0.136688,0.327044,0.562175,0.140378,0.471517,0.634606,0.960546,0.453798,0.028824,0.445584,0.284110,0.813262,1
0.043787,0.554420,0.577482,0.001412,0.453213,0.660974,0.902355,0.445698,0.577629,0.804698,0.799962,0.833416,0.351341,0.287655,0.029260,0.192017,0.562971,0.542215,0.257900,0.099891,0.673290,0.046562,0.601869,0.130475,0
0.570622,0.911053,0.380049,0.870358,0.421479,0.677527,0.731716,0.652507,0.130447,0.850801,0.519308,0.280839,0.340386,0.858759,0.233079,0.190082,0.335672,0.011715,0.109391,0.377443,0.627374,0.803251,0.691505,0.580629,1
0.247778,0.732413,0.749014,0.032222,0.867667,0.835807,0.085071,0.922041,0.363621,0.233111,0.731669,0.769812,0.359465,0.286526,0.331235,0.990168,0.675679,0.128308,0.727104,0.938535,0.222121,0.701960,0.260247,0.753762,0
0.775185,0.237830,0.396917,0.688109,0.923881,0.642737,0.441282,0.238583,0.398766,0.036498,0.642636,0.516525,0.685567,0.358118,0.322836,0.029354,0.843477,0.459112,0.231074,0.408964,0.902632,0.757708,0.385348,0.821944,1
0.064433,0.334102,0.083931,0.491726,0.294264,0.809429,0.768778,0.047498,0.157238,0.499061,0.124184,0.668853,0.950082,0.692459,0.505718,0.717426,0.874147,0.702936,0.540905,0.898201,0.239134,0.970257,0.689304,0.463114,0
0.792194,0.647330,0.686931,0.902948,0.264098,0.089789,0.902630,0.571695,0.950870,0.512757,0.188116,0.199057,0.742946,0.996333,0.278483,0.581195,0.810375,0.617665,0.732367,0.146062,0.331826,0.339331,0.543177,0.683867,1
0.928070,0.934732,0.128241,0.482775,0.765270,0.916352,0.289223,0.295782,0.769537,0.466456,0.124095,0.177495,0.843140,0.839994,0.770539,0.831777,0.011091,0.870048,0.653388,0.241809,0.779624,0.667397,0.023466,0.070079,0
0.825577,0.282184,0.843162,0.903058,0.735936,0.485708,0.129663,0.171632,0.658248,0.742220,0.242862,0.409145,0.302341,0.533406,0.426135,0.727921,0.170861,0.934583,0.986027,0.368122,0.804680,0.849605,0.863245,0.682143,1
0.144699,0.306324,0.012335,0.196336,0.407612,0.287952,0.547752,0.084870,0.218183,0.877924,0.133748,0.845878,0.870898,0.980536,0.219332,0.612227,0.557133,0.262526,0.971853,0.019356,0.753853,0.160922,0.808555,0.879993,0
0.055401,0.191850,0.320448,0.647513,0.885774,0.448873,0.823322,0.181754,0.365451,0.126056,0.343547,0.136918,0.250089,0.371837,0.279110,0.172495,0.200098,0.459464,0.387172,0.524829,0.587171,0.535925,0.897193,0.477025,1
0.499311,0.506514,0.148132,0.409685,0.687701,0.210215,0.671582,0.955657,0.584910,0.417149,0.610133,0.492963,0.494300,0.529531,0.033778,0.716982,0.497371,0.115870,0.474311,0.647735,0.027381,0.818724,0.560964,0.638230,0
0.891093,0.318660,0.517265,0.863062,0.795151,0.678843,0.580710,0.407816,0.005420,0.793843,0.366271,0.837152,0.691089,0.986144,0.230955,0.583148,0.890798,0.562722,0.896401,0.639181,0.511400,0.093451,0.177503,0.170056,1
0.722974,0.487573,0.265352,0.636216,0.953361,0.511595,0.881227,0.586515,0.084917,0.052794,0.904364,0.186607,0.603602,0.230737,0.069788,0.932476,0.300208,0.892089,0.714288,0.543596,0.645138,0.291602,0.639994,0.258078,0
0.687419,0.068570,0.649710,0.803986,0.809509,0.376606,0.568013,0.084653,0.933881,0.398021,0.225876,0.824225,0.752715,0.012451,0.318278,0.631534,0.840657,0.687726,0.546661,0.011523,0.782031,0.237454,0.837640,0.411715,1
0.510330,0.054392,0.661293,0.573740,0.084767,0.965329,0.347240,0.154495,0.727014,0.927798,0.164164,0.889388,0.120372,0.522623,0.484458,0.680341,0.675098,0.575739,0.332331,0.948760,0.288136,0.401139,0.576819,0.240337,0
0.400851,0.488758,0.868904,0.206617,0.979639,0.146608,0.840198,0.073655,0.543784,0.539312,0.319284,0.202380,0.342406,0.461542,0.219287,0.582121,0.230327,0.104963,0.911832,0.953941,0.035454,0.893143,0.004529,0.424697,1
0.760803,0.848495,0.916397,0.877232,0.690477,0.207215,0.163140,0.862785,0.078709,0.123760,0.195103,0.812804,0.035185,0.186875,0.430979,0.790351,0.715507,0.056747,0.434869,0.378276,0.184898,0.411159,0.502542,0.363592,0
0.464475,0.585298,0.605114,0.115289,0.342458,0.762694,0.921099,0.338302,0.909709,0.299401,0.299074,0.155758,0.846701,0.065024,0.751593,0.465419,0.008466,0.382735,0.276960,0.892098,0.490278,0.369023,0.842884,0.052280,1
0.345589,0.771489,0.722761,0.518196,0.858922,0.648014,0.304962,0.718631,0.315053,0.134829,0.405197,0.850047,0.059806,0.024590,0.987579,0.552689,0.009047,0.770849,0.471501,0.080305,0.927428,0.919552,0.645401,0.685948,0
0.797287,0.652884,0.456154,0.151834,0.066922,0.705814,0.412597,0.751501,0.413454,0.324327,0.963993,0.064603,0.052355,0.978621,0.831206,0.961748,0.871257,0.190121,0.654444,0.649895,0.573394,0.247140,0.391670,0.157349,1
0.165002,0.392317,0.961772,0.858567,0.105996,0.590939,0.622763,0.238460,0.124593,0.511046,0.344371,0.797167,0.450191,0.345441,0.954102,0.851235,0.186449,0.516849,0.474244,0.625577,0.885208,0.768185,0.833190,0.910537,0
0.368634,0.834585,0.702381,0.878638,0.198833,0.880322,0.542866,0.625873,0.120906,0.384661,0.487436,0.085972,0.473734,0.585200,0.591039,0.251451,0.661453,0.090747,0.448386,0.902325,0.953564,0.402061,0.855129,0.890250,1
0.992782,0.477252,0.107649,0.199280,0.551199,0.412575,0.041788,0.093596,0.067152,0.236459,0.254155,0.779811,0.873355,0.863435,0.113744,0.978642,0.536341,0.475602,0.498753,0.589671,0.625117,0.308848,0.772084,0.119889,0
0.801404,0.099184,0.724930,0.894982,0.846700,0.551201,0.445765,0.060194,0.724534,0.831290,0.938193,0.674018,0.392096,0.945589,0.888217,0.761278,0.571216,0.669145,0.386207,0.703327,0.658152,0.961658,0.144323,0.958254,1
0.399378,0.515468,0.692734,0.940447,0.394571,0.441302,0.161267,0.227384,0.617585,0.977509,0.587691,0.094658,0.769980,0.450500,0.075838,0.726444,0.291257,0.202371,0.674345,0.687577,0.152574,0.223954,0.318740,0.583396,0
0.911189,0.566697,0.424191,0.304270,0.003559,0.997613,0.295325,0.856649,0.791321,0.814213,0.817933,0.661467,0.189607,0.786360,0.116231,0.325199,0.674415,0.412425,0.861890,0.859442,0.644692,0.939116,0.043485,0.733726,1
0.922372,0.221600,0.978396,0.006005,0.756268,0.090390,0.186339,0.231357,0.885959,0.572164,0.760976,0.788590,0.345743,0.354415,0.083387,0.257775,0.169102,0.879581,0.017901,0.065036,0.929554,0.196882,0.156978,0.648797,0
0.828220,0.436673,0.668109,0.336230,0.531744,0.452816,0.913448,0.220558,0.161638,0.706778,0.223892,0.947672,0.238737,0.949252,0.116232,0.131042,0.260753,0.250709,0.337925,0.371941,0.219254,0.704044,0.542752,0.650717,1
0.465705,0.851467,0.187096,0.625109,0.761939,0.402681,0.450450,0.817002,0.830208,0.259037,0.697291,0.731104,0.691197,0.421501,0.084538,0.518697,0.687799,0.399632,0.809607,0.863825,0.173917,0.933860,0.840237,0.314494,0
0.281302,0.421018,0.406687,0.489026,0.027004,0.093697,0.810615,0.035439,0.377250,0.555190,0.545302,0.188671,0.331808,0.206495,0.909189,0.212745,0.387003,0.381608,0.888772,0.804952,0.609338,0.920149,0.550264,0.202622,1
0.743617,0.703714,0.969797,0.377823,0.823773,0.997721,0.977922,0.054265,0.765423,0.936792,0.794965,0.990662,0.430037,0.588479,0.597204,0.758335,0.146870,0.130574,0.641785,0.946532,0.661508,0.387878,0.393456,0.533622,0
0.123995,0.578116,0.492462,0.976647,0.717922,0.015628,0.844776,0.854033,0.908647,0.484006,0.395668,0.878704,0.043385,0.935192,0.986217,0.503355,0.036775,0.871263,0.324854,0.618366,0.261420,0.746425,0.661707,0.382187,1
0.715203,0.917806,0.224530,0.994987,0.865773,0.692857,0.277302,0.456396,0.005627,0.596844,0.613344,0.140515,0.357819,0.824391,0.675640,0.703900,0.898920,0.844842,0.472765,0.854693,0.431762,0.279851,0.954288,0.279945,0
0.303529,0.778634,0.078810,0.325944,0.890080,0.623068,0.131741,0.042423,0.822657,0.311797,0.816326,0.678230,0.825077,0.420018,0.990861,0.539396,0.321066,0.933502,0.167659,0.512788,0.894782,0.266948,0.494994,0.548335,1
0.681975,0.403914,0.245707,0.152796,0.897164,0.492524,0.777911,0.676786,0.130715,0.068245,0.033725,0.311628,0.880414,0.820605,0.046541,0.274325,0.227581,0.633738,0.882225,0.005983,0.139568,0.457842,0.725787,0.435081,0
0.489671,0.664183,0.499750,0.596164,0.407736,0.082699,0.848389,0.623549,0.523496,0.408342,0.861539,0.125476,0.496373,0.976279,0.309161,0.792625,0.550352,0.075382,0.000220,0.279611,0.676649,0.225482,0.894277,0.720793,1
0.542885,0.150688,0.851466,0.866553,0.139558,0.323377,0.347131,0.322819,0.483592,0.311948,0.413202,0.004880,0.184234,0.540334,0.876899,0.232458,0.054631,0.453181,0.439584,0.554389,0.956926,0.254267,0.131318,0.542856,0
